Date;time_in_sec;x;y;z;code observatory;R_x;R_y;R_z
2017-10-30 04:29:31.747;1360611.0432000011;0.9935679257310899;-0.0660427843889807;0.09198438774362744;H01;119105777.14278987;81461826.43087344;35318838.62895368
2017-10-30 06:58:54.624;1369573.9200000018;0.9934389710730359;-0.06774474561929818;0.09213935203985546;G37;118940788.05084316;81659984.26510073;35403449.59723498
2017-10-30 07:04:17.760;1369897.055999998;0.9934346858337787;-0.06780034064331215;0.0921446623033175;G37;118934796.25051215;81667123.27748495;35406499.697628394
2017-11-08 02:30:09.533;2131048.8288000003;0.9821791109933176;-0.1571547773801174;0.10308525537137701;H01;103645612.31859303;97211548.48541361;42147471.29461447
2017-11-08 02:59:49.114;2132828.409600001;0.9821607236277411;-0.15725732189223646;0.10310406235601698;H01;103607088.8317555;97246024.92018244;42162133.03839291
2017-11-08 03:32:31.517;2134790.8128000014;0.9821404268613199;-0.157369816028772;0.10312576267710648;H01;103564492.29865828;97284055.0279226;42178294.94168439
2017-11-09 03:52:16.666;2222375.961600002;0.981312364609494;-0.1618613835957802;0.10405256154935921;H01;101640512.73493578;98933240.6815342;42892904.140364975
2017-11-09 04:03:25.488;2223044.784000002;0.9813058994009467;-0.161896236420671;0.10405931209517603;H01;101625694.44331962;98945970.92170234;42898310.115358405
2017-11-09 04:12:32.746;2223592.0416;0.9813008775711605;-0.16192326378774177;0.10406461609209765;H01;101613558.76589637;98956385.69370744;42902732.94099793
2017-11-10 02:20:39.034;2303278.329599999;0.9806114192657354;-0.16552280637750963;0.10489730680314727;G37;99834310.2402455;100426494.89907062;43541104.06147706
2017-11-10 02:30:49.968;2303889.2639999986;0.9806063432991771;-0.165549820242243;0.10490212819184178;G37;99820674.50337157;100437898.34826301;43545955.39048476
2017-11-10 03:55:58.022;2308997.3183999993;0.9805615207532814;-0.16578062038617683;0.10495660971271117;G37;99706220.09340803;100533310.65799376;43586492.45724547
2017-11-10 04:02:44.966;2309404.2624000013;0.9805579846569367;-0.16579909268369866;0.1049604667995957;G37;99697066.50494081;100540912.55913079;43589719.997656144
2017-11-10 04:06:09.043;2309608.339200001;0.9805561662977009;-0.16580832031919746;0.10496287747809674;G37;99692474.11236466;100544724.60599521;43591338.45733868
2017-11-10 04:09:31.997;2309811.292800002;0.9805546391927998;-0.1658161302604988;0.1049648060204535;G37;99687905.67378424;100548515.51568063;43592947.93824383
2017-11-11 03:52:06.298;2395165.593600001;0.9798783432276388;-0.16921768694940217;0.10584803681198673;H01;97751695.45742688;102095253.80992255;44263383.98678977
2017-11-11 04:11:41.683;2396340.979200002;0.9798690284884591;-0.16926377783035468;0.10586057114752193;H01;97724798.12722734;102116795.4409799;44272524.750088364
2017-11-11 04:45:37.440;2398376.7360000014;0.979852868356496;-0.1693446443376237;0.10588081888477728;H01;97678107.84142317;102154080.23379381;44288350.73902393
2017-11-14 07:20:38.400;2666877.6959999986;0.06270417986847122;-0.6146435190156463;0.7863088008912817;568;91396229.83437611;106815663.2903027;46309819.204215504
2017-11-14 07:25:14.880;2667154.175999999;0.39118965177801845;0.48007342775845313;0.7851752417785739;568;91389598.96415552;106820423.76465298;46311830.811447956
2017-11-14 07:30:00.000;2667439.296;-0.5662619359394966;0.2541912804140607;0.7840498790686176;568;91382758.0532386;106825332.24397355;46313905.13402973
2017-11-14 07:34:45.120;2667724.416000001;-0.06314890241933968;0.6190028110791868;0.7828459209827292;568;91375914.28196287;106830239.8990845;46315979.30694426
2017-11-15 04:58:39.360;2744758.6559999995;-0.8103596994642273;0.3637651703729838;0.4593387184940557;568;89521613.1774266;108106094.60163715;46870703.03104648
2017-11-15 05:03:24.480;2745043.7760000005;-0.3640896591334071;-0.8110825631020744;0.4578032284113876;568;89514765.55118178;108110894.8072334;46872735.01203601
2017-11-15 05:08:00.960;2745320.256000001;0.8316859582537252;0.3163431832677388;0.45631727695060675;568;89508122.90158069;108115550.27030697;46874705.27259473
2017-11-15 05:12:46.080;2745605.3759999983;0.1419945961199137;0.8791314480047794;0.45493453573207926;568;89501270.0409758;108120351.9095104;46876736.954037584
2017-11-16 03:24:47.549;2825526.844799999;0.9773236292151516;-0.18077750144910437;0.11026340620325459;H01;87554340.27075976;109422203.7929599;47439362.47867619
2017-11-16 04:22:45.667;2829004.963199999;0.9773066686292814;-0.18084713359117505;0.11029954544145586;H01;87468943.00811298;109479442.14933592;47463597.43030353
2017-11-20 00:38:44.160;3161163.4560000002;-0.4072942831474557;-0.9071529268121103;0.10575884970829741;304;79133372.5676402;114561729.75681245;49667745.05120897
2017-11-20 00:46:39.360;3161638.6559999995;-0.9072684582723974;0.40734615455954953;0.10456124994267495;304;79121183.12773752;114568827.97160335;49670738.57031437
2017-11-20 00:54:51.840;3162131.136;0.15866490676581782;0.9818887499686554;0.10353709502388886;304;79108542.58444087;114576183.17489034;49673840.46835952
2017-11-20 01:03:12.960;3162632.256000001;0.90747929290827;-0.40744081527147796;0.10233921532638234;304;79095672.07937475;114583665.97395366;49676996.28797601
2017-11-20 01:27:41.760;3164101.0560000017;0.9301042508109356;0.35370051056777374;0.09900520919388252;304;79057900.73188333;114605587.36714408;49686243.211208105
2017-11-20 01:35:11.040;3164550.335999999;0.7714337605461294;-0.6286990786136434;0.09811942539585528;304;79046333.1039783;114612288.72719927;49689070.81995976
2017-11-20 01:57:30.240;3165889.536000002;0.8071763191985079;0.5826002027255902;0.09509675866847288;304;79011814.19601369;114632250.03547072;49697496.87223646
2017-11-21 05:20:53.981;3264493.276799999;0.9759098690164738;-0.18549051814671008;0.11486163516994703;568;76465202.18099569;116036494.07604633;50308148.94253647
2017-11-21 05:54:26.842;3266506.137600001;0.9759049613739609;-0.18550348325843527;0.1148823923178623;568;76413050.7175549;116065607.50823198;50320396.16906604
2017-11-21 06:27:59.357;3268518.652800001;0.9758999053707562;-0.1855164200999593;0.11490444974257745;568;76360767.21582736;116094711.47283691;50332633.09327197
2017-11-21 07:01:28.243;3270527.5392000005;0.975895009997745;-0.1855293138737422;0.11492520678702046;568;76308436.5877443;116123739.64403701;50344839.77468754
2017-11-21 07:35:33.072;3272572.3680000007;0.9758900479448276;-0.1855420478349055;0.11494678250160749;568;76255026.6270441;116153243.89049661;50357256.45655616
